app_id,app_data_safety,app_privacy_policy
"120","{""data_shared"" : ""No data shared with third party"", ""data_collected"": [{""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}","No provide sharing information section"
"121","{""data_shared"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""Files and docs"", ""sub_info"": [{""data_type"": ""Files and docs"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance - Account management"", ""optional"": true}, {""data_type"": ""Email address"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": true}, {""data_type"": ""Other info"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": true}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization"", ""optional"": false}, {""data_type"": ""In-app search history"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other user-generated content"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other actions"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Contacts"", ""sub_info"": [{""data_type"": ""Contacts"", ""purpose"": ""App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": true}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""User payment info"", ""purpose"": ""App functionality - Analytics - Developer communications - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": true}, {""data_type"": ""Purchase history"", ""purpose"": ""Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": true}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}]}, {""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality - Analytics"", ""optional"": true}, {""data_type"": ""Music files"", ""purpose"": ""App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": true}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}","No provide sharing information section"
"122","{""data_shared"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Other info"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Other info"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""SMS or MMS"", ""purpose"": ""App functionality"", ""optional"": false}]}, {""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""Purchase history"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}","No provide sharing information section"
"123","{""data_shared"" : ""No data shared with third party"", ""data_collected"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Personalization - Account management"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Web browsing"", ""sub_info"": [{""data_type"": ""Web browsing history"", ""purpose"": ""App functionality - Analytics - Personalization - Account management"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""Account management"", ""optional"": true}, {""data_type"": ""Email address"", ""purpose"": ""Account management"", ""optional"": true}, {""data_type"": ""User IDs"", ""purpose"": ""Account management"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data isn\u2019t encrypted"", ""sub_info"": []}, {""category"": ""Data can\u2019t be deleted"", ""sub_info"": []}]}","No provide sharing information section"
"124","{""data_shared"" : ""No data shared with third party"", ""data_collected"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""User payment info"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Other user-generated content"", ""purpose"": ""App functionality - Analytics"", ""optional"": true}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Email address"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""User IDs"", ""purpose"": ""Analytics - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Address"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": false}]}, {""category"": ""Contacts"", ""sub_info"": [{""data_type"": ""Contacts"", ""purpose"": ""App functionality"", ""optional"": true}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}","{""data_shared"" : ""The app shares data, including personal information, with third-party services for the purpose of improving user experience and optimizing the app's functionalities."", ""data_collected"": ""The app collects data such as user's contact information, device identifiers, and location information for the purpose of providing and enhancing app's functionalities."", ""security_practices"" : ""The app implements standard security measures to ensure the privacy and safety of user's data. This includes data encryption and secure servers.""}"
"125","{""data_shared"": [{""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality"", ""optional"": false}, {""data_type"": ""Videos"", ""purpose"": ""App functionality"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Email address"", ""purpose"": ""Advertising or marketing - Account management"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Email address"", ""purpose"": ""Advertising or marketing - Account management"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Precise location"", ""purpose"": ""App functionality - Personalization"", ""optional"": true}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""App functionality"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}","An error occurred during processing"
"126","{""data_shared"": [{""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Precise location"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Installed apps"", ""purpose"": ""Advertising or marketing"", ""optional"": false}, {""data_type"": ""Other actions"", ""purpose"": ""Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Email address"", ""purpose"": ""App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""User payment info"", ""purpose"": ""App functionality - Account management"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality"", ""optional"": false}, {""data_type"": ""Other audio files"", ""purpose"": ""App functionality"", ""optional"": false}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Precise location"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Installed apps"", ""purpose"": ""Advertising or marketing"", ""optional"": false}, {""data_type"": ""Other actions"", ""purpose"": ""Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization"", ""optional"": false}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""SMS or MMS"", ""purpose"": ""App functionality - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Email address"", ""purpose"": ""App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Contacts"", ""sub_info"": [{""data_type"": ""Contacts"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""User payment info"", ""purpose"": ""App functionality - Account management"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}","An error occurred during processing"
"127","{""data_shared"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""Advertising or marketing"", ""optional"": false}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": true}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics"", ""optional"": true}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Web browsing"", ""sub_info"": [{""data_type"": ""Web browsing history"", ""purpose"": ""App functionality - Analytics - Personalization"", ""optional"": true}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics"", ""optional"": true}, {""data_type"": ""Installed apps"", ""purpose"": ""Analytics"", ""optional"": true}, {""data_type"": ""Other user-generated content"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""Advertising or marketing"", ""optional"": true}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}]}","No provide sharing information section"
"128","{""data_shared"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}], ""data_collected"": [{""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Advertising or marketing"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Other actions"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance - Account management"", ""optional"": false}, {""data_type"": ""Email address"", ""purpose"": ""App functionality - Developer communications - Account management"", ""optional"": true}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Account management"", ""optional"": false}, {""data_type"": ""Phone number"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance - Account management"", ""optional"": true}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""Analytics - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Contacts"", ""sub_info"": [{""data_type"": ""Contacts"", ""purpose"": ""App functionality"", ""optional"": true}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": true}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}]}","The provided text doesn't contain any information related to type/purpose of data the app shared with others, type/purpose of data the app collected and security practices. Please provide the appropriate text."
"129","{""data_shared"" : ""No data shared with third party"", ""data_collected"": [{""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""Analytics"", ""optional"": false}, {""data_type"": ""Diagnostics"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": false}, {""data_type"": ""Other app performance data"", ""purpose"": ""Analytics"", ""optional"": false}]}, {""category"": ""Contacts"", ""sub_info"": [{""data_type"": ""Contacts"", ""purpose"": ""App functionality - Analytics - Personalization - Account management"", ""optional"": false}]}, {""category"": ""Files and docs"", ""sub_info"": [{""data_type"": ""Files and docs"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Personalization"", ""optional"": true}]}, {""category"": ""Calendar"", ""sub_info"": [{""data_type"": ""Calendar events"", ""purpose"": ""App functionality - Analytics - Personalization"", ""optional"": true}]}, {""category"": ""Location"", ""sub_info"": [{""data_type"": ""Approximate location"", ""purpose"": ""App functionality - Analytics - Advertising or marketing - Fraud prevention - security - and compliance"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""Name"", ""purpose"": ""App functionality - Developer communications - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}, {""data_type"": ""Email address"", ""purpose"": ""App functionality - Analytics - Developer communications - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}, {""data_type"": ""User IDs"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}, {""data_type"": ""Address"", ""purpose"": ""Account management"", ""optional"": true}, {""data_type"": ""Phone number"", ""purpose"": ""Account management"", ""optional"": true}, {""data_type"": ""Other info"", ""purpose"": ""App functionality - Developer communications - Account management"", ""optional"": false}]}, {""category"": ""Audio"", ""sub_info"": [{""data_type"": ""Voice or sound recordings"", ""purpose"": ""App functionality"", ""optional"": true}, {""data_type"": ""Music files"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}, {""data_type"": ""Other audio files"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""Messages"", ""sub_info"": [{""data_type"": ""Emails"", ""purpose"": ""App functionality - Fraud prevention - security - and compliance - Personalization"", ""optional"": false}, {""data_type"": ""Other in-app messages"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""App functionality - Analytics - Developer communications - Advertising or marketing - Fraud prevention - security - and compliance - Personalization"", ""optional"": false}, {""data_type"": ""In-app search history"", ""purpose"": ""App functionality - Analytics - Personalization"", ""optional"": true}, {""data_type"": ""Installed apps"", ""purpose"": ""App functionality - Analytics - Personalization"", ""optional"": false}, {""data_type"": ""Other user-generated content"", ""purpose"": ""App functionality - Analytics"", ""optional"": true}]}, {""category"": ""Financial info"", ""sub_info"": [{""data_type"": ""Purchase history"", ""purpose"": ""App functionality - Analytics"", ""optional"": true}]}, {""category"": ""Photos and videos"", ""sub_info"": [{""data_type"": ""Photos"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Account management"", ""optional"": true}, {""data_type"": ""Videos"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance"", ""optional"": true}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Fraud prevention - security - and compliance - Personalization - Account management"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""You can request that data be deleted"", ""sub_info"": []}, {""category"": ""Independent security review"", ""sub_info"": []}]}","{""data_shared"" : ""No specific text found"", ""data_collected"": ""No specific text found"", ""security_practices"" : ""No specific text found""}"
"130","{""data_shared"" : ""No data shared with third party"", ""data_collected"": ""No data collected""}","No provide sharing information section"
"131","{""data_shared"": [{""category"": ""Location"", ""sub_info"": [{""data_type"": ""Precise location"", ""purpose"": ""App functionality"", ""optional"": false}]}, {""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""App functionality - Analytics - Personalization"", ""optional"": false}, {""data_type"": ""Installed apps"", ""purpose"": ""App functionality - Analytics - Personalization"", ""optional"": false}]}, {""category"": ""Device or other IDs"", ""sub_info"": [{""data_type"": ""Device or other IDs"", ""purpose"": ""App functionality - Analytics - Personalization"", ""optional"": false}]}, {""category"": ""App info and performance"", ""sub_info"": [{""data_type"": ""Crash logs"", ""purpose"": ""App functionality - Analytics"", ""optional"": false}]}, {""category"": ""Personal info"", ""sub_info"": [{""data_type"": ""User IDs"", ""purpose"": ""App functionality"", ""optional"": false}]}], ""data_collected"": [{""category"": ""App activity"", ""sub_info"": [{""data_type"": ""App interactions"", ""purpose"": ""App functionality - Analytics - Personalization"", ""optional"": false}, {""data_type"": ""Installed apps"", ""purpose"": ""App functionality - Analytics - Personalization"", ""optional"": false}]}], ""security_practices"": [{""category"": ""Data is encrypted in transit"", ""sub_info"": []}, {""category"": ""Data can\u2019t be deleted"", ""sub_info"": []}]}","{""data_shared"" : ""We make every effort to be transparent about...with whom we might share it."", ""data_collected"": ""We make every effort to be transparent about what information we collect, why we collect it, what we do with it"", ""security_practices"" : ""At Bell, we value the trust you place in us when sharing your personal information.""}"
